item_id	text_eng	desc_eng	desc2_eng	text_jpn	desc_jpn	desc2_jpn	text_chs	desc_chs	desc2_chs	text_cht	desc_cht	desc2_cht	text_deu	desc_deu	desc2_deu	text_fra	desc_fra	desc2_fra	text_kor	desc_kor	desc2_kor	text_rus	desc_rus	desc2_rus	text_spa	desc_spa	desc2_spa	imageNo	min_rarity	max_level	wep	arm	acc	atk	heal	supEne	supPar	grade_min_value	grade_max_value	lv_min_rand_range_min	lv_min_rand_range_max	lv_max_rand_range_min	lv_max_rand_range_max	trait_base	hash	item_trait_table_tag	fire	ice	bolt	air	no_level	combo_1	combo_2	combo_3	combo_4	disp_flag
ITEM_TRAIT_TRAIT_077	HP Up+	Boosts maximum HP by [Rank x 10].		HP上昇＋	HPの最大値が RANK×10 上昇		HP提升+	HP最大值提升 RANK×10。		HP上升+	HP最大值上升 RANK×10。		LP-Erhöhung +	Erhöht maximale LP um [Rang x 10].		Augmentation PV+	Améliore les PV maximums de Rang x 10.		HP 상승＋	HP의 최대치가 RANK×10 상승한다		Выше ОЗ+	Повышает максимум ОЗ на [ранг х 10].		Más PS+	Aumenta los PS máximos en [Rango x10].		1402	0	6		True						5	10	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_CHANGE_MAXHP', '', '', '']	['', '', '', '']	13				True						1
ITEM_TRAIT_TRAIT_078	ATK Up+	Boosts ATK by [Rank x 10].		攻撃力上昇＋	攻撃力が RANK×10 上昇		攻击力提升+	攻击力提升 RANK×10。		攻擊力上升+	攻擊力上升 RANK×10。		ANG-Erhöhung +	Verbessert ANG um [Rang x 10].		Augmentation ATQ+	Augmente l'ATQ de Rang x 10.		공격력 상승＋	공격력이 RANK×10 상승한다		Выше АТК+	Повышает АТК на [ранг х 10].		Más ATQ+	Potencia el ATQ en [Rango x10].		1402	0	6	True							5	10	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_CHANGE_ATTACK', '', '', '']	['', '', '', '']	14	True									1
ITEM_TRAIT_TRAIT_079	DEF Up+	Boosts DEF by [Rank x 10].		防御力上昇＋	防御力が RANK×10 上昇		防御力提升+	防御力提升 RANK×10。		防禦力上升+	防禦力上升 RANK×10。		VRT-Erhöhung +	Verbessert VRT um [Rang x 10].		Augmentation DÉF+	Augmente la DÉF de Rang x 10.		방어력 상승＋	방어력이 RANK×10 상승한다		Выше ЗЩТ+	Повышает ЗЩТ на [ранг х 10].		Más DEF+	Potencia la DEF en [Rango x10].		1402	0	6		True						5	10	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_CHANGE_DEFENSE', '', '', '']	['', '', '', '']	14		True								1
ITEM_TRAIT_TRAIT_080	SPD Up+	Boosts SPD by [Rank x 10].		素早さ上昇＋	素早さが RANK×10 上昇		敏捷提升+	敏捷提升 RANK×10。		敏捷上升+	敏捷上升 RANK×10。		TMP-Erhöhung +	Verbessert TMP um [Rang x 10].		Augmentation VIT+	Augmente la VIT de Rang x 10.		민첩성 상승＋	민첩성이 RANK×10 상승한다		Выше СКР+	Повышает СКР на [ранг х 10].		Más VEL+	Potencia la VEL en [Rango x10].		1402	0	6			True					5	10	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_CHANGE_SPEED', '', '', '']	['', '', '', '']	14				True						1
ITEM_TRAIT_TRAIT_081	All Stats Boost+	Boosts all stats by [Rank x 5].		全能力強化＋	全ステータスが RANK×5 上昇		全能力强化+	所有能力提升 RANK×5。		全能力強化+	所有能力上升 RANK×5。		Verbesserung aller Werte +	Verbessert alle Werte um [Rang x 5].		Boost de statistiques+	Augmente toutes les stats de Rang x 5.		전능력 강화＋	모든 스테이터스가 RANK×5 상승한다		Усиление всех параметров+	Повышает все параметры на [ранг х 5].		Potenciador de estadísticas+	Potencia todas las estadísticas en [Rango x5].		1402	0	6	True	True	True					100	100	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_CHANGE_ALLPARAM', '', '', '']	['', '', '', '']	30			True			HP Up+	ATK Up+	DEF Up+	SPD Up+	1
ITEM_TRAIT_TRAIT_082	Skill Boost+	Increases skill damage by [Rank x 10]%.		スキル強化＋	スキルによるダメージが RANK×10％ 上昇		技能强化+	使用技能造成的伤害提升 RANK×10%。		技能強化+	使用技能給予的傷害上升 RANK×10%。		Fertigkeitenverbesserung +	Verbessert Fertigkeitsschaden um [Rang x 10] %.		Boost de compétences+	Augmente les dégâts des compétences de [Rang x 10] %.		스킬 강화＋	스킬에 의한 대미지가 RANK×10% 상승한다		Усиление навыка+	Повышает урон от навыков на [ранг х 10]%.		Potenciador de habilidad+	Aumenta un [Rango x10] % el daño de las habilidades.		1402	0	6	True							5	10	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_DAMAGE_SKILL', '', '', '']	['', '', '', '']	14			True							1
ITEM_TRAIT_TRAIT_083	Stun Boost+	Increases damage to stunned enemies by [Rank x 10]%.		ブレイク時強化＋	ブレイク時に与えるダメージが RANK×10％ 上昇		破防时强化+	敌人破防时，造成的伤害提升 RANK×10%。		破防時強化+	敵人破防時，給予的傷害上升 RANK×10%。		Betäubungsverbesserung +	Verbessert den Schaden bei betäubten Gegnern um [Rang x 10] %.		Boost d'étourdissement+	Augmente les dégâts infligés aux ennemis étourdis de [Rang x 10] %.		브레이크 시 강화＋	브레이크 시 주는 대미지가RANK×10% 상승한다		Усиление оглушения+	Повышает урон, наносимый оглушенным врагам, на [ранг х 10]%.		Potenciador de aturdimiento+	Aumenta un [Rango x10] % el daño contra los enemigos aturdidos.		1402	0	6			True					5	10	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_DAMAGE_BREAK', '', '', '']	['', '', '', '']	15	True									1
ITEM_TRAIT_TRAIT_084	Critical Damage Up+	Increases critical damage by [Rank x 15]%.		会心ダメージ増加＋	会心ダメージ倍率が RANK×15％ 増加		暴击伤害增加+	暴击伤害倍率增加 RANK×15%。		重擊傷害增加+	重擊傷害倍率增加 RANK×15%。		Kritische-Schadens-Erhöhung +	Erhöht kritischen Schaden um [Rang x 15] %.		Augmentation des dégâts critiques+	Augmente les dégâts critiques de [Rang x 15] %.		회심 대미지 증가＋	회심 대미지 배율이 RANK×15% 증가한다		Выше критический урон+	Повышает критический урон на [ранг х 15]%.		Más daño crítico+	Aumenta un [Rango x15] % el daño de los golpes críticos.		1402	0	6				True	True	True	True	5	10	[15, 0, 0, 0]	[15, 0, 0, 0]	[90, 0, 0, 0]	[90, 0, 0, 0]	['ITEM_SUB_ITM_ADD_CRITICAL_DAMAGE', '', '', '']	['', '', '', '']	15			True							1
ITEM_TRAIT_TRAIT_085	Follow-Up Fire Damage+	Deals [Rank x 10] power fire damage. Also grants a [Rank x 5]% chance to inflict Burns on the target.	Deals [Rank x 10] power fire damage. Power is increased by [Rank x 5]% if the target is inflicted with Burns.	火ダメージ追撃＋	アイテム使用時に RANK×10 の威力値で火属性のダメージを与えるRANK×5%の確率で対象に火傷を付与する	アイテム使用時に RANK×10 の威力値で火属性のダメージを与える火傷状態の敵に対する威力がRANK×5％上昇	火伤害追击+	使用道具时，造成威力值为 RANK×10 的火属性伤害。有 RANK×5% 的概率赋予目标火伤。	使用道具时，造成威力值为 RANK×10 的火属性伤害。处于火伤状态的敌人所受伤害提升 RANK×5%。	火傷害追擊+	使用道具時，以 RANK×10 的威力值給予火屬性傷害。有 RANK×5% 的機率賦予目標燒傷。	使用道具時，以 RANK×10 的威力值給予火屬性傷害。對處於燒傷狀態敵人的傷害上升 RANK×5%。	Folge-Feuerschaden +	Verursacht Feuerschaden mit Stärke [Rang x 10]. Gewährt eine Chance von [Rang x 5] %, dem Ziel Verbrennungen zuzufügen.	Fügt Feuerschaden mit Stärke [Rang x 10] zu. Schaden steigt um [Rang x 5] %, wenn das Ziel unter Verbrennungen leidet.	Dégâts de feu supplémentaires+	Inflige des dégâts de feu de puissance [Rang x 10]. Octroie également [Rang x 5] % de chances d'infliger Brûlures à la cible.	Provoque des dégâts de feu de puissance [Rang x 10]. La puissance est augmentée de [Rang x 5] % si la cible subit Brûlures.	화 대미지 추격＋	아이템 사용 시 RANK×10의 위력치만큼 화속성 대미지를 주고 RANK×5%의 확률로 대상에게 화상을 부여한다	아이템 사용 시 RANK×10의 위력치만큼화속성 대미지를 주고 적의 상태가 화상이면주는 대미지가 RANK×5% 상승한다	Последующий урон огнем+	Наносит урон огнем мощью [ранг x 10]. Также дает шанс [ранг x 5]% наложить на цель ожог.	Наносит урон огнем мощью [ранг x 10]. Повышает мощь на [ранг x 5]%, если на цель действует ожог.	Daño de fuego encadenado+	Inflige daño de fuego de potencia [Rango x10]. Además, otorga un [Rango x5] % de probabilidad de infligir Quemaduras al objetivo.	Inflige daño de fuego de potencia [Rango x10]. La potencia aumenta un [Rango x5] % si el objetivo sufre Quemaduras.	1402	0	6				True				5	10	[10, 5, 10, 5]	[10, 5, 10, 5]	[60, 30, 60, 30]	[60, 30, 60, 30]	['ITEM_SUB_ITM_ADD_ATT_DAMAGE', 'ITEM_SUB_ITM_ADD_BAD_STATUS', 'ITEM_SUB_ITM_ADD_ATT_DAMAGE', 'ITEM_SUB_ITM_DAMAGE_UP_STATUS']	['ATT_FIRE', 'STATUS_BAD_HEAT', 'ATT_FIRE', 'STATUS_BAD_HEAT']	17	True									1
ITEM_TRAIT_TRAIT_086	Follow-Up Ice Damage+	Deals [Rank x 10] power ice damage. Also grants a [Rank x 5]% chance to inflict Frostbite on the target.	Deals [Rank x 10] power ice damage. Power is increased by [Rank x 5]% if the target is inflicted with Frostbite.	氷ダメージ追撃＋	アイテム使用時に RANK×10 の威力値で氷属性のダメージを与えるRANK×5%の確率で対象に凍傷を付与する	アイテム使用時に RANK×10 の威力値で氷属性のダメージを与える凍傷状態の敵に対する威力がRANK×5％上昇	冰伤害追击+	使用道具时，造成威力值为 RANK×10 的冰属性伤害。有 RANK×5% 的概率赋予目标冻伤。	使用道具时，造成威力值为 RANK×10 的冰属性伤害。处于冻伤状态的敌人所受伤害提升 RANK×5%。	冰傷害追擊+	使用道具時，以 RANK×10 的威力值給予冰屬性傷害。有 RANK×5% 的機率賦予目標凍傷。	使用道具時，以 RANK×10 的威力值給予冰屬性傷害。對處於凍傷狀態敵人的傷害上升 RANK×5%。	Folge-Eisschaden +	Verursacht Eisschaden mit Stärke [Rang x 10]. Gewährt eine Chance von [Rang x 5] %, dem Ziel Frostbeulen zuzufügen.	Fügt Eisschaden mit Stärke [Rang x 10] zu. Schaden steigt um [Rang x 5] %, wenn das Ziel unter Frostbeulen leidet.	Dégâts de glace supplémentaires+	Inflige des dégâts de glace de puissance [Rang x 10]. Octroie également [Rang x 5] % de chances d'infliger Gelures à la cible.	Provoque des dégâts de glace de puissance [Rang x 10]. Les dégâts sont augmentés de [Rang x 5] % si la cible subit Gelures.	빙 대미지 추격＋	아이템 사용 시 RANK×10의 위력치만큼 빙속성 대미지를 주고 RANK×5%의 확률로 대상에게 동상을 부여한다	아이템 사용 시 RANK×10의 위력치만큼빙속성 대미지를 주고 적의 상태가 동상이면주는 대미지가 RANK×5% 상승한다	Последующий урон льдом+	Наносит урон льдом мощью [ранг x 10]. Также дает шанс [ранг x 5]% наложить на цель обморожение.	Наносит урон льдом мощью [ранг x 10]. Повышает мощь на [ранг x 5]%, если на цель действует обморожение.	Daño de hielo encadenado+	Inflige daño de fuego de potencia [Rango x10]. Además, otorga un [Rango x5] % de probabilidad de infligir Congelación al objetivo.	Inflige daño de hielo de potencia [Rango x10]. La potencia aumenta un [Rango x5] % si el objetivo sufre Congelación.	1402	0	6				True				5	10	[10, 5, 10, 5]	[10, 5, 10, 5]	[60, 30, 60, 30]	[60, 30, 60, 30]	['ITEM_SUB_ITM_ADD_ATT_DAMAGE', 'ITEM_SUB_ITM_ADD_BAD_STATUS', 'ITEM_SUB_ITM_ADD_ATT_DAMAGE', 'ITEM_SUB_ITM_DAMAGE_UP_STATUS']	['ATT_ICE', 'STATUS_BAD_FROSTBITE', 'ATT_ICE', 'STATUS_BAD_FROSTBITE']	17		True								1
ITEM_TRAIT_TRAIT_087	Follow-Up Bolt Damage+	Deals [Rank x 10] power bolt damage. Also grants a [Rank x 5]% chance to inflict Paralysis on the target.	Deals [Rank x 10] power bolt damage. Power is increased by [Rank x 5]% if the target is inflicted with Paralysis.	雷ダメージ追撃＋	アイテム使用時に RANK×10 の威力値で雷属性のダメージを与えるRANK×5%の確率で対象に麻痺を付与する	アイテム使用時に RANK×10 の威力値で雷属性のダメージを与える麻痺状態の敵に対する威力がRANK×5％上昇	雷伤害追击+	使用道具时，造成威力值为 RANK×10 的雷属性伤害。有 RANK×5% 的概率赋予目标麻痹。	使用道具时，造成威力值为 RANK×10 的雷属性伤害。处于麻痹状态的敌人所受伤害提升 RANK×5%。	雷傷害追擊+	使用道具時，以 RANK×10 的威力值給予雷屬性傷害。有 RANK×5% 的機率賦予目標麻痺。	使用道具時，以 RANK×10 的威力值給予雷屬性傷害。對處於麻痺狀態敵人的傷害上升 RANK×5%。	Folge-Elektroschaden +	Verursacht Elektroschaden mit Stärke [Rang x 10]. Gewährt eine Chance von [Rang x 5] %, dem Ziel Lähmung zuzufügen.	Fügt Elektroschaden mit Stärke [Rang x 10] zu. Schaden steigt um [Rang x 5] %, wenn das Ziel unter Lähmung leidet.	Dégâts de foudre supplémentaires+	Inflige des dégâts de foudre de puissance [Rang x 10]. Octroie également [Rang x 5] % de chances d'infliger Paralysie à la cible.	Provoque des dégâts de foudre de puissance [Rang x 10]. Les dégâts sont augmentés de [Rang x 5] % si la cible subit Paralysie.	뇌 대미지 추격＋	아이템 사용 시 RANK×10의 위력치만큼 뇌속성 대미지를 주고 RANK×5%의 확률로 대상에게 마비를 부여한다	아이템 사용 시 RANK×10의 위력치만큼뇌속성 대미지를 주고 적의 상태가 마비이면주는 대미지가 RANK×5% 상승한다	Последующий урон молнией+	Наносит урон молнией мощью [ранг x 10]. Также дает шанс [ранг x 5]% наложить на цель паралич.	Наносит урон молнией мощью [ранг x 10]. Повышает мощь на [ранг x 5]%, если на цель действует паралич.	Daño de rayo encadenado+	Inflige daño de fuego de potencia [Rango x10]. Además, otorga un [Rango x5] % de probabilidad de infligir Parálisis al objetivo.	Inflige daño de rayo de potencia [Rango x10]. La potencia aumenta un [Rango x5] % si el objetivo sufre Parálisis.	1402	0	6				True				5	10	[10, 5, 10, 5]	[10, 5, 10, 5]	[60, 30, 60, 30]	[60, 30, 60, 30]	['ITEM_SUB_ITM_ADD_ATT_DAMAGE', 'ITEM_SUB_ITM_ADD_BAD_STATUS', 'ITEM_SUB_ITM_ADD_ATT_DAMAGE', 'ITEM_SUB_ITM_DAMAGE_UP_STATUS']	['ATT_THUN', 'STATUS_BAD_PARALYSIS', 'ATT_THUN', 'STATUS_BAD_PARALYSIS']	17			True							1
ITEM_TRAIT_TRAIT_088	Follow-Up Air Damage+	Deals [Rank x 10] power air damage. Also grants a [Rank x 5]% chance to inflict Restraints on the target.	Deals [Rank x 10] power air damage. Power is increased by [Rank x 5]% if the target is inflicted with Restraints.	風ダメージ追撃＋	アイテム使用時に RANK×10 の威力値で風属性のダメージを与えるRANK×5%の確率で対象に束縛を付与する	アイテム使用時に RANK×10 の威力値で風属性のダメージを与える束縛状態の敵に対する威力がRANK×5％上昇	风伤害追击+	使用道具时，造成威力值为 RANK×10 的风属性伤害。有 RANK×5% 的概率赋予目标束缚。	使用道具时，造成威力值为 RANK×10 的风属性伤害。处于束缚状态的敌人所受伤害提升 RANK×5%。	風傷害追擊+	使用道具時，以 RANK×10 的威力值給予風屬性傷害。有 RANK×5% 的機率賦予目標束縛。	使用道具時，以 RANK×10 的威力值給予風屬性傷害。對處於束縛狀態敵人的傷害上升 RANK×5%。	Folge-Luftschaden +	Verursacht Luftschaden mit Stärke [Rang x 10]. Gewährt eine Chance von [Rang x 5] %, dem Ziel Fesselung zuzufügen.	Fügt Luftschaden mit Stärke [Rang x 10] zu. Schaden steigt um [Rang x 5] %, wenn das Ziel unter Fesselung leidet.	Dégâts d'air supplémentaires+	Inflige des dégâts d'air de puissance [Rang x 10]. Octroie également [Rang x 5] % de chances d'infliger Entraves à la cible.	Provoque des dégâts d'air de puissance [Rang x 10]. La puissance est augmentée de [Rang x 5] % si la cible subit Entraves.	풍 대미지 추격＋	아이템 사용 시 RANK×10의 위력치만큼 풍속성 대미지를 주고 RANK×5%의 확률로 대상에게 속박을 부여한다	아이템 사용 시 RANK×10의 위력치만큼풍속성 대미지를 주고 적의 상태가 속박이면주는 대미지가 RANK×5% 상승한다	Последующий урон воздухом+	Наносит урон воздухом мощью [ранг x 10]. Также дает шанс [ранг x 5]% наложить на цель путы.	Наносит урон воздухом мощью [ранг x 10]. Повышает мощь на [ранг x 5]%, если на цель действуют путы.	Daño de aire encadenado+	Inflige daño de fuego de potencia [Rango x10]. Además, otorga un [Rango x5] % de probabilidad de infligir Ataduras al objetivo.	Inflige daño de aire de potencia [Rango x10]. La potencia aumenta un [Rango x5] % si el objetivo sufre Ataduras.	1402	0	6				True				5	10	[10, 5, 10, 5]	[10, 5, 10, 5]	[60, 30, 60, 30]	[60, 30, 60, 30]	['ITEM_SUB_ITM_ADD_ATT_DAMAGE', 'ITEM_SUB_ITM_ADD_BAD_STATUS', 'ITEM_SUB_ITM_ADD_ATT_DAMAGE', 'ITEM_SUB_ITM_DAMAGE_UP_STATUS']	['ATT_WIND', 'STATUS_BAD_SNARE', 'ATT_WIND', 'STATUS_BAD_SNARE']	17				True						1
ITEM_TRAIT_TRAIT_089	ATK & DEF Boost+	Boosts ATK and DEF by [Rank x 10].		攻防上昇＋	攻撃力と防御力が RANK×10 上昇		攻防提升+	攻击力与防御力提升 RANK×10。		攻防上升+	攻擊力與防禦力上升 RANK×10。		ANG- & VRT-Verbesserung +	Erhöht ANG und VRT um [Rang x 10].		Boost ATQ et DÉF+	Augmente l'ATQ et la DÉF de Rang x 10.		공방 상승＋	공격력과 방어력이 RANK×10 상승한다		Повышение АТК и ЗЩТ+	Увеличивает АТК и ЗЩТ на [ранг x 10].		Potenciador de ATQ y DEF+	Potencia el ATQ y la DEF en [Rango x10].		1402	0	6	True	True						100	100	[10, 10, 0, 0]	[10, 10, 0, 0]	[60, 60, 0, 0]	[60, 60, 0, 0]	['ITEM_SUB_EQI_CHANGE_ATTACK', 'ITEM_SUB_EQI_CHANGE_DEFENSE', '', '']	['', '', '', '']	31	True					ATK Up+	ATK Up+	DEF Up+	DEF Up+	1
