text_ENG	Race	Number	Number2	ElemRes1	ElemRes2	ElemRes3	ElemRes4	ElemRes5	ElemRes6	AilRes1	AilRes2	AilRes3	AilRes4	AilRes5	AilRes6	AilRes7	AilRes8	DropReward0	DropReward1	DropReward2	DropReward3	DropReward4	DropGift0	DropGift1	DropGift2	DropGift3	DropGift4	text_JPN	text_CHS	text_CHT	text_KOR	FlavorText	EnemyLibraryInfoId
Colossus Golem	Golem	[6, 2, 8, 3]	533	0	-25	0	0	0	-50	0	-50	0	0	0	-25	-50	0	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 840586544, 'ItemName': 'Mossy Stone', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 305486315, 'ItemName': 'Gaudy Stone', 'GradeMin': 1, 'GradeMax': 12}		{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1946887621, 'ItemName': 'Sky Bubble', 'GradeMin': 1, 'GradeMax': 12}							コロッサスゴーレム	巨像魔巨人	巨像魔巨人	콜로서스 골렘	"{'flavor1': {'text_ENG': ""Sure, they've got cute faces, but when they're this huge, it's kind of unnerving."", 'text_JPN': '「こいつかわいい顔してすごいデカいよな」', 'text_CHT': '「牠長得那麼可愛，身形卻很高大耶。」', 'text_CHS': '“它长得这么可爱，身形却这么高大。”', 'text_KOR': '「귀엽게 생겼는데 엄청나게 크네」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': 'Right? I thought my knees were gonna give out the first time I saw one.', 'text_JPN': '「初めて見たときは腰が抜けそうだったよ」', 'text_CHT': '「第一次看到的時候差點嚇到腿軟。」', 'text_CHS': '“第一次看到的时候差点吓到腿软。”', 'text_KOR': '「처음에 봤을 때는 놀라서 넘어질 뻔했어」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': ""If and when we fight them, we've gotta be careful not to get squished."", 'text_JPN': '「ぺちゃんこにされないように\n\u3000気を付けて戦わないとな」', 'text_CHT': '「小心應戰，別被牠踩扁了。」', 'text_CHS': '“小心应战，别被它踩扁了。”', 'text_KOR': '「깔리지 않게 조심하면서\n 싸우지 않으면 안 되겠네」'}, 'char3': 'Slade'}"	149011561
		[2, 1, 7, 1]	61																														879530822
		[3, 2, 8, 2]	62																														1435176255
Meteorite Doll	Golem	[2, 2, 7, 2]	63	50	-25	-50	0	0	0	50	0	0	-50	0	-25	0	0	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2083546144, 'ItemName': 'Amatite Ore', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 305486315, 'ItemName': 'Gaudy Stone', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1256813448, 'ItemName': 'Unknown Gemstone', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 638721037, 'ItemName': 'Diamant Gemstone', 'GradeMin': 1, 'GradeMax': 17}		{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 990171645, 'ItemName': 'Iris Stone - Poison'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1682042544, 'ItemName': 'Iris Stone - Elixir'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1783820869, 'ItemName': 'Iris Stone - Sand'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1317181551, 'ItemName': 'Iris Stone - Stone'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 247006589, 'ItemName': 'Iris Stone - Ore'}	メテオライトドール	陨石魔偶	隕石魔偶	메테오라이트 돌	"{'flavor1': {'text_ENG': 'Getting headbutted by one of these has got to hurt.', 'text_JPN': '「あの頭で頭突きされるとすごい痛いんだよな」', 'text_CHT': '「被牠的頭撞到一定會痛不欲生吧。」', 'text_CHS': '“被它的头撞到一定会痛不欲生吧。”', 'text_KOR': '「저 머리로 박치기당하면 엄청 아파」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': ""Why don't we try putting rocks on our heads too? Think it would be effective?"", 'text_JPN': '「こっちも石を頭に付けるのはどうです？\n\u3000強そうじゃないですか？」', 'text_CHT': '「不然我也把石頭裝在頭上？\n\u3000感覺好像很厲害。」', 'text_CHS': '“要不我也把石头装在脑袋上？\n\u3000这样看起来很强吧？”', 'text_KOR': '「이쪽도 돌을 머리에 붙이는 건 어때요?\n 셀 것 같지 않나요?」'}, 'char2': 'Shallotte', 'flavor3': {'text_ENG': ""Bad idea. We'd end up hitting each other by mistake when we fight in the dark."", 'text_JPN': '「暗いところだと敵と間違えてしまいそうだ」', 'text_CHT': '「在光線昏暗的地方，應該會被誤認成敵人吧。」', 'text_CHS': '“在光线昏暗的地方，应该会被误认成敌人吧。”', 'text_KOR': '「어두우면 적이라고 착각할 것 같군」'}, 'char3': 'Slade'}"	1389939521
Comet Emperor	Golem	[7, 3, 9, 5]	534	50	-25	-50	0	0	0	50	0	0	-50	0	-25	0	0	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 994418561, 'ItemName': 'Steel Balls', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 339858290, 'ItemName': 'Broken Rock', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2123468430, 'ItemName': 'Poison Powder', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 265854221, 'ItemName': 'Riverstone', 'GradeMin': 1, 'GradeMax': 17}		{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1356895242, 'ItemName': 'Dark Abyss Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 669492384, 'ItemName': 'Crimson Abyss Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1091635930, 'ItemName': 'Azure Abyss Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}			コメットエンペラー	彗星皇帝	彗星皇帝	코멧 엠퍼러	{'flavor1': {'text_ENG': 'Sometimes I find these monsters standing completely still in the ruins, as though they were a wall.', 'text_JPN': '「こういうの、たまに遺跡の壁みたいな感じで\n\u3000静かに立ってることがあるんだ」', 'text_CHT': '「這傢伙有時會靜靜地站著，\n\u3000跟遺跡的牆壁融為一體。」', 'text_CHS': '“这家伙有时会静静地站着，\n\u3000和遗迹的墙壁融为一体。”', 'text_KOR': '「이런 거, 가끔 유적의 벽 같은 데서\n 조용히 서 있을 때가 있지」'}, 'char1': 'El', 'flavor2': {'text_ENG': 'In other words, they possess enough intelligence to use their appearance to blend in and await their prey.', 'text_JPN': '「外見を活かして獲物を待ち受ける程度の知能を\n\u3000持った魔物ということですね」', 'text_CHT': '「也就是說，這種魔物很聰明，\n\u3000懂得用障眼法埋伏獵物。」', 'text_CHS': '“也就是说，这种魔物很聪明，\n\u3000懂得用障眼法来伏击猎物。”', 'text_KOR': '「자신의 외형을 활용해 사냥감을 기다릴\n 정도의 지능을 가진 몬스터라는 거겠죠」'}, 'char2': 'Plachta'}	449117295
		[3, 2, 7, 2]	64																														1370567337
		[8, 3, 9, 5]	535																														401054183
		[3, 3, 8, 3]	65																														932795712
		[8, 3, 9, 5]	536																														132518858
Rock Puppet	Golem	[3, 2, 9, 3]	66	50	-25	0	0	0	-50	50	-50	0	0	0	-25	-50	0	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1673446482, 'ItemName': 'Rouge Gemstone', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 305486315, 'ItemName': 'Gaudy Stone', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 265854221, 'ItemName': 'Riverstone', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 758740077, 'ItemName': 'Black Volcanic Ore', 'GradeMin': 1, 'GradeMax': 20}		{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 288079967, 'ItemName': 'Iris Stone - Gemstone'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2084958305, 'ItemName': 'Iris Stone - Gunpowder'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 74117187, 'ItemName': 'Iris Stone - Fuel'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1748997748, 'ItemName': 'Iris Stone - Metal'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1209445168, 'ItemName': 'Iris Stone - Edible'}	ロックパペット	石傀儡	石傀儡	록 퍼핏	"{'flavor1': {'text_ENG': ""That ore sure is pretty. If we used it to make some accessories, I bet they'd be a huge hit!"", 'text_JPN': '「あの鉱石きれいだよね。\n\u3000アクセサリーにすれば売れるんじゃない？」', 'text_CHT': '「那礦石好漂亮，\n\u3000做成首飾應該會大賣？」', 'text_CHS': '“那矿石好漂亮，\n\u3000做成首饰应该很有销路？”', 'text_KOR': '「저 광석, 참 예쁘지. 액세서리로 만들면\n 잘 팔리지 않을까?」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""Maybe, but don't you think the monsters would get really mad if they saw someone with one?"", 'text_JPN': '「そんなの付けてる人がいたら\n\u3000あいつらすごい怒るんじゃないか？」', 'text_CHT': '「要是真的有人買來戴，\n\u3000這些傢伙恐怕會氣死吧？」', 'text_CHS': '“要是真有人买来戴，\n\u3000这些家伙恐怕会气死吧？”', 'text_KOR': '「그런 거 달고 다니는 사람이 있으면,\n 저 녀석들 엄청나게 화를 내지 않을까?」'}, 'char2': 'Slade'}"	47194320
Mine Guardian	Golem	[8, 3, 9, 6]	537	50	-25	0	0	0	-50	50	-50	0	0	0	-25	-50	0	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1571003278, 'ItemName': 'Blue Gemstone', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1134390425, 'ItemName': 'Blue Crystal', 'GradeMin': 1, 'GradeMax': 20}		{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1764635465, 'ItemName': 'Blue Flame Riverstone', 'GradeMin': 1, 'GradeMax': 20}							マインガーディアン	矿脉守护者	礦脈守護者	마인 가디언	"{'flavor1': {'text_ENG': ""If only we could collect all of that ore for use as materials. It would really help with the town's restoration."", 'text_JPN': '「これだけの鉱物が全て素材になるなら、\n\u3000復興の資材として使えるのだが……」', 'text_CHT': '「這些礦物如果都轉成素材，\n\u3000就能當作城鎮復興的物資了……」', 'text_CHS': '“这些矿物如果都转成素材，\n\u3000就能用作城镇复兴的物资了……”', 'text_KOR': '「이만한 광물을 모두 소재로 쓸 수 있다면\n 부흥의 자재로 쓸 수 있을 텐데…」'}, 'char1': 'Randolf', 'flavor2': {'text_ENG': ""Yeah ... It's too bad most of it becomes brittle once we take them down."", 'text_JPN': '「倒した時点で、ほとんど脆くなっちゃうから、\n\u3000それができないのが残念だね」', 'text_CHT': '「可惜牠一倒下，大部分的礦物\n\u3000都會變得很脆弱，無法轉成素材。」', 'text_CHS': '“可惜它一倒下，大部分的矿物\n\u3000都会变得很脆弱，无法转成素材。”', 'text_KOR': '「쓰러트리면 거의 무르게 되니까\n 자재로 쓸 수 없는 게 안타까워」'}, 'char2': 'Ryza'}"	1344699047
		[3, 3, 9, 3]	67																														1828007077
		[5, 3, 9, 3]	68																														1424847323
Fairystone Puppet	Golem	[3, 3, 9, 3]	69	50	-25	0	0	0	-50	50	-50	0	0	0	-25	-50	0	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 305486315, 'ItemName': 'Gaudy Stone', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1192353482, 'ItemName': 'Ethereal Stone', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 740285902, 'ItemName': 'Unknown Augite', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 202769447, 'ItemName': 'Muddied Crystal', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1340712083, 'ItemName': 'Lunastone', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 76389490, 'ItemName': 'Iris Stone - Mushroom'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 713742719, 'ItemName': 'Iris Stone - Fruit'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 656570381, 'ItemName': 'Iris Stone - Beehive'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 178510745, 'ItemName': 'Iris Stone - Marine'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1415935313, 'ItemName': 'Iris Stone - Bug'}	魔石の傀儡	魔石傀儡	魔石傀儡	마석의 괴뢰	"{'flavor1': {'text_ENG': 'Do you think they mainly eat rocks?', 'text_JPN': '「やっぱり主食は魔石なのかな？」', 'text_CHT': '「牠的主食應該是魔石吧？」', 'text_CHS': '“它的主食应该是魔石吧？”', 'text_KOR': '「역시 주식은 마석일까?」'}, 'char1': 'Ryza', 'flavor2': {'text_ENG': 'They must have some strong teeth if they can chomp through solid stone.', 'text_JPN': '「石を食べられるなんてどんな\n\u3000頑丈な歯をしてるんだろう」', 'text_CHT': '「居然能吃石頭，\n\u3000牠的牙齒到底有多硬啊。」', 'text_CHS': '“居然能吃石头，\n\u3000它的牙齿到底有多硬啊。”', 'text_KOR': '「돌을 먹을 수 있다니, 얼마나 단단한\n 이빨을 가지고 있는 걸까?」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': ""Yeah, I'm not sure I wanna know what the insides of their mouths look like ..."", 'text_JPN': '「口を開いたらすごい怖いのかも……」', 'text_CHT': '「或許牠有張血盆大口……」', 'text_CHS': '“它会不会有张血盆大口呢……”', 'text_KOR': '「입을 열면 굉장히 무서울지도…」'}, 'char3': 'Ryza'}"	226016295
		[3, 3, 9, 3]	70																														1287255661
Titanic Puppet	Golem	[8, 5, 10, 7]	538	50	-25	0	0	0	-50	50	-50	0	0	0	-25	-50	0	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1347401143, 'ItemName': 'Undastone', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 305486315, 'ItemName': 'Gaudy Stone', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 740285902, 'ItemName': 'Unknown Augite', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1340712083, 'ItemName': 'Lunastone', 'GradeMin': 1, 'GradeMax': 17}		{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 869563684, 'ItemName': 'Dark Fyr Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}	{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1154698674, 'ItemName': 'Crimson Fyr Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}	{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 572908536, 'ItemName': 'Azure Fyr Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}			パペティアタイタン	人偶泰坦	操偶巨神	퍼페티어 타이탄	{'flavor1': {'text_ENG': 'It appears to be powered by a large number of Fairystones.', 'text_JPN': '「大量の魔石の力で動いてる魔物のようですね」', 'text_CHT': '「這種魔物好像是靠大量的魔石之力來活動的。」', 'text_CHS': '“这种魔物好像是靠大量的魔石之力来活动的。”', 'text_KOR': '「대량의 마석의 힘으로 움직이는 것 같아요」'}, 'char1': 'Shallotte', 'flavor2': {'text_ENG': 'Does that mean we can weaken it by removing them?', 'text_JPN': '「じゃあ、魔石採ったら弱くなるってこと？」', 'text_CHT': '「所以我們採了魔石，牠就會變弱嗎？」', 'text_CHS': '“所以我们采了魔石，它就会变弱吗？”', 'text_KOR': '「요컨대 마석을 떼면 약해진다는 거야?」'}, 'char2': 'Mu', 'flavor3': {'text_ENG': 'Pretty much. To take one down, we should smash the Fairystones on its body.', 'text_JPN': '「そういうこと。だからこいつを倒すときは、\n\u3000身体の魔石を壊せばいい、ってことよ」', 'text_CHT': '「沒錯，只要破壞牠身上的魔石，\n\u3000就能打倒牠了。」', 'text_CHS': '“没错，只要破坏它身上的魔石，\n\u3000就能打倒它了。”', 'text_KOR': '「맞아. 그러니까 이 녀석을 물리칠 때는\n 몸의 마석을 부수면 돼」'}, 'char3': 'Marie'}	771439130
		[6, 5, 10, 5]	71																														2008156848
		[9, 5, 10, 8]	539																														1585556594
Metal Golem	Golem	[5, 3, 9, 6]	72	50	-25	0	-50	0	0	50	0	0	0	0	-25	0	-50	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1192353482, 'ItemName': 'Ethereal Stone', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1256813448, 'ItemName': 'Unknown Gemstone', 'GradeMin': 1, 'GradeMax': 37}		{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 174236913, 'ItemName': 'Goldinite', 'GradeMin': 1, 'GradeMax': 37}		{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 212827081, 'ItemName': 'Iris Stone - Thread'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 155879079, 'ItemName': 'Iris Stone - Lumber'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1785618426, 'ItemName': 'Iris Stone - Gas'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2045565151, 'ItemName': 'Iris Stone - Magical'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 992634100, 'ItemName': 'Iris Stone - Puni'}	メタルゴーレム	金属魔巨人	金屬魔巨人	메탈 골렘	"{'flavor1': {'text_ENG': ""Based on the name, I thought the ore would be a metallic color ... but it's actually orange."", 'text_JPN': '「名前からして銀色なのかと思ってたが……\n\u3000オレンジ色だな……」', 'text_CHT': '「聽名字還以為是銀色的，\n\u3000結果是橘色……」', 'text_CHS': '“听名字还以为是银色的，\n\u3000结果是橙色的……”', 'text_KOR': '「이름 때문에 은색인 줄 알았는데…\n 주황색이구나…」'}, 'char1': 'Logy', 'flavor2': {'text_ENG': 'Maybe the first person to discover one was so panicked they mistook the color?', 'text_JPN': '「最初に見つけた人が相当焦ってたから\n\u3000見間違えたんじゃないか？」', 'text_CHT': '「也許是最早發現的人太慌張，\n\u3000一時看錯了？」', 'text_CHS': '“也许是最早发现的人太慌张，\n\u3000所以看错了？”', 'text_KOR': '「처음에 발견한 사람이 너무 당황해서\n 잘못 본 게 아닐까?」'}, 'char2': 'Slade'}"	1709641288
		[5, 3, 9, 6]	73																														880732364
		[6, 5, 9, 7]	74																														1206945599
Colossal Crag	Golem	[9, 5, 10, 9]	540	50	-25	0	-50	0	0	50	0	0	0	0	-25	0	-50	{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 212934097, 'ItemName': 'Broken Tools', 'GradeMin': 1, 'GradeMax': 53}	{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 740285902, 'ItemName': 'Unknown Augite', 'GradeMin': 1, 'GradeMax': 53}		{'LevelMin': 40, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 758740077, 'ItemName': 'Black Volcanic Ore', 'GradeMin': 1, 'GradeMax': 53}		{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 263688471, 'ItemName': 'Dark Shine Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}	{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2024841601, 'ItemName': 'Crimson Shine Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}	{'LevelMin': 20, 'LevelMax': 60, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 507908037, 'ItemName': 'Azure Shine Pearl', 'Numbers1': [2, 3, 4], 'Numbers2': [2, 3, 2, 1, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 0}			堅牢な巨石	坚固的巨石	堅固的巨石	견고한 거석	"{'flavor1': {'text_ENG': ""It's basically a big clump of steel ... How do you even fight that?"", 'text_JPN': '「鋼鉄の塊じゃん。どうやって戦うんだ？」', 'text_CHT': '「牠渾身上下都是鋼鐵，我們該怎麼應戰？」', 'text_CHS': '“它浑身上下都是钢铁，我们该怎么应战？”', 'text_KOR': '「강철 덩어리잖아. 어떻게 싸우면 되지?」'}, 'char1': 'El', 'flavor2': {'text_ENG': ""Only thing we can do is wail on it until it's covered in dents."", 'text_JPN': '「殴りまくって凹ませるしかないわね」', 'text_CHT': '「只能痛毆牠，把牠揍扁吧。」', 'text_CHS': '“只能痛揍它，把它揍扁吧。”', 'text_KOR': '「마구 때려서 우그러트리는 수밖에 없어」'}, 'char2': 'Wilbell', 'flavor3': {'text_ENG': 'It is possible to cut it if you hit it just right.', 'text_JPN': '「上手くやれば斬れもするんだがな」', 'text_CHT': '「下手精準的話，還是有機會砍死牠的。」', 'text_CHS': '“下手精准的话，还是有机会砍死它的。”', 'text_KOR': '「잘하면 벨 수도 있긴 하지만 말이다」'}, 'char3': 'Raze', 'flavor4': {'text_ENG': 'So you basically just resort to blunt-force strikes.', 'text_JPN': '「なんであれ、打撃攻撃がほとんどってわけか」', 'text_CHT': '「總之痛揍牠就對了，是吧？」', 'text_CHS': '“总之，大多都是击打式攻击对吧？”', 'text_KOR': '「아무튼 대체로 타격 공격밖에 없다는 건가」'}, 'char4': 'El'}"	1443282761
